5.114746 	-58.654785
1.147461 	-58.883667
2.978516 	-59.127808
3.588867 	-59.188843
5.419922 	-59.219360
-1.293945 	-58.837891
-4.650879 	-58.868408
0.231934 	-59.158325
2.062988 	-59.280396
-2.819824 	-59.082031
-3.735352 	-58.807373
0.537109 	-59.127808
3.588867 	-59.371948
3.588867 	-59.188843
-1.599121 	-58.807373
-6.481934 	-59.036255
-4.956055 	-59.295654
-4.650879 	-59.020996
-3.125000 	-58.700562
-3.125000 	-59.158325
-1.293945 	-59.249878
-0.073242 	-59.341431
-1.293945 	-59.036255
1.147461 	-58.853149
1.147461 	-58.898926
2.368164 	-58.898926
1.452637 	-59.082031
2.062988 	-59.219360
0.231934 	-59.005737
-1.293945 	-58.990479
-0.073242 	-58.700562
-1.599121 	-58.837891
-2.514648 	-59.066772
-5.261230 	-59.036255
-4.040527 	-58.807373
-4.345703 	-58.654785
-5.566406 	-58.853149
-3.735352 	-59.127808
-4.650879 	-59.020996
-1.599121 	-59.143066
0.842285 	-59.112549
2.978516 	-59.188843
5.725098 	-58.990479
3.894043 	-58.959961
3.588867 	-59.005737
1.147461 	-58.944702
-0.378418 	-58.975220
-3.430176 	-58.959961
-6.787109 	-58.898926
-4.650879 	-58.975220
-2.514648 	-58.929443
1.757812 	-59.082031
4.199219 	-58.990479
3.283691 	-59.173584
2.062988 	-59.082031
-3.430176 	-59.127808
-5.261230 	-59.112549
-5.261230 	-59.188843
0.231934 	-59.143066
3.588867 	-59.051514
3.588867 	-58.914185
0.537109 	-58.792114
-6.176758 	-58.654785
-5.871582 	-58.624268
-1.293945 	-58.639526
4.199219 	-58.883667
2.368164 	-58.792114
-3.430176 	-59.051514
-5.261230 	-59.097290
-0.683594 	-58.975220
5.725098 	-58.959961
-0.073242 	-58.898926
-5.261230 	-58.532715
-4.650879 	-58.593750
3.894043 	-58.670044
2.673340 	-58.822632
-6.176758 	-58.914185
-3.125000 	-59.082031
3.588867 	-58.944702
1.147461 	-58.715820
-5.566406 	-58.395386
-0.988770 	-58.700562
3.894043 	-58.792114
0.842285 	-59.020996
-0.073242 	-58.883667
-1.599121 	-58.624268
0.842285 	-58.593750
2.062988 	-58.731079
5.419922 	-58.883667
-0.683594 	-59.020996
-6.481934 	-58.685303
-0.988770 	-58.700562
4.199219 	-58.837891
-1.904297 	-59.066772
-4.956055 	-58.944702
-1.599121 	-58.578491
3.894043 	-58.853149
3.283691 	-59.066772
4.504395 	-58.990479
-0.073242 	-58.700562
-1.293945 	-59.020996
-4.345703 	-59.326172
-3.735352 	-58.868408
-3.430176 	-58.700562
-5.871582 	-58.761597
-3.735352 	-59.005737
-5.261230 	-59.097290
-3.430176 	-59.143066
-5.261230 	-59.173584
-4.956055 	-59.066772
-4.040527 	-58.883667
-7.702637 	-58.868408
-7.092285 	-58.715820
-8.007813 	-59.036255
-6.481934 	-59.326172
-5.261230 	-59.112549
-5.871582 	-58.853149
-3.735352 	-58.990479
-2.514648 	-59.173584
1.147461 	-59.280396
1.757812 	-59.173584
3.588867 	-59.127808
5.725098 	-59.005737
2.062988 	-58.822632
3.283691 	-58.807373
1.147461 	-58.914185
-0.378418 	-58.868408
-2.819824 	-58.853149
-4.956055 	-58.776855
-5.261230 	-58.868408
-5.871582 	-58.807373
-1.599121 	-58.914185
1.452637 	-58.792114
3.894043 	-58.914185
4.199219 	-58.898926
1.452637 	-58.883667
-0.988770 	-58.807373
-6.787109 	-58.914185
-4.956055 	-59.005737
-2.209473 	-59.127808
3.894043 	-59.249878
4.504395 	-59.356689
2.978516 	-59.326172
-2.514648 	-59.463501
-7.397461 	-59.295654
-3.125000 	-59.417725
1.452637 	-59.310913
4.809570 	-59.387207
0.537109 	-59.127808
-3.735352 	-59.097290
-4.345703 	-58.975220
-0.073242 	-59.188843
4.809570 	-59.036255
-0.988770 	-59.188843
-4.956055 	-59.371948
-2.209473 	-59.295654
5.419922 	-59.341431
2.978516 	-59.326172
-7.092285 	-58.990479
-3.735352 	-58.837891
4.809570 	-58.975220
0.842285 	-59.280396
-4.345703 	-59.249878
0.537109 	-59.326172
6.640625 	-59.341431
-0.378418 	-59.036255
-3.430176 	-58.807373
-5.261230 	-58.959961
-4.345703 	-59.234619
-4.650879 	-59.387207
-3.430176 	-59.188843
-0.683594 	-59.066772
2.368164 	-58.837891
