-3.356934e+000 	 -7.041492e+001 
    0 	 -7.053699e+001 
3.967285e+000 	 -7.049121e+001 
3.662109e+000 	 -7.058276e+001 
6.103516e-001 	 -7.029285e+001 
3.051758e-001 	 -7.018604e+001 
-2.136230e+000 	 -7.006396e+001 
-4.882813e+000 	 -7.030811e+001 
-3.051758e+000 	 -7.043018e+001 
2.441406e+000 	 -7.056750e+001 
4.272461e+000 	 -7.046069e+001 
1.831055e+000 	 -7.029285e+001 
-9.155273e-001 	 -7.024707e+001 
-2.136230e+000 	 -7.015552e+001 
-4.272461e+000 	 -7.017078e+001 
-3.967285e+000 	 -7.014026e+001 
-1.831055e+000 	 -7.014026e+001 
-6.103516e-001 	 -7.023181e+001 
1.831055e+000 	 -7.049121e+001 
1.831055e+000 	 -7.052173e+001 
-2.136230e+000 	 -7.038440e+001 
-6.103516e-001 	 -7.021655e+001 
3.051758e+000 	 -7.052173e+001 
-1.220703e+000 	 -7.046069e+001 
-2.746582e+000 	 -7.018604e+001 
1.525879e+000 	 -7.041492e+001 
1.831055e+000 	 -7.053699e+001 
-3.356934e+000 	 -7.050647e+001 
-2.746582e+000 	 -7.015552e+001 
-9.155273e-001 	 -7.018604e+001 
3.051758e+000 	 -7.038440e+001 
3.356934e+000 	 -7.055225e+001 
1.525879e+000 	 -7.052173e+001 
-2.746582e+000 	 -7.044543e+001 
-3.051758e+000 	 -7.038440e+001 
-2.441406e+000 	 -7.029285e+001 
-1.831055e+000 	 -7.017078e+001 
3.051758e-001 	 -7.015552e+001 
1.220703e+000 	 -7.018604e+001 
3.967285e+000 	 -7.029285e+001 
4.577637e+000 	 -7.047595e+001 
4.272461e+000 	 -7.047595e+001 
3.662109e+000 	 -7.056750e+001 
4.577637e+000 	 -7.052173e+001 
3.356934e+000 	 -7.055225e+001 
2.136230e+000 	 -7.050647e+001 
1.831055e+000 	 -7.041492e+001 
-6.103516e-001 	 -7.046069e+001 
-1.525879e+000 	 -7.044543e+001 
-2.441406e+000 	 -7.050647e+001 
-1.220703e+000 	 -7.044543e+001 
-3.356934e+000 	 -7.052173e+001 
-3.662109e+000 	 -7.046069e+001 
-3.051758e+000 	 -7.036914e+001 
-3.356934e+000 	 -7.035388e+001 
-4.272461e+000 	 -7.046069e+001 
-3.967285e+000 	 -7.044543e+001 
-3.967285e+000 	 -7.039966e+001 
-4.577637e+000 	 -7.047595e+001 
-2.746582e+000 	 -7.039966e+001 
-3.967285e+000 	 -7.044543e+001 
-3.356934e+000 	 -7.047595e+001 
-3.967285e+000 	 -7.050647e+001 
-3.356934e+000 	 -7.050647e+001 
-9.155273e-001 	 -7.044543e+001 
    0 	 -7.050647e+001 
    0 	 -7.047595e+001 
3.967285e+000 	 -7.053699e+001 
3.967285e+000 	 -7.047595e+001 
3.662109e+000 	 -7.041492e+001 
4.577637e+000 	 -7.043018e+001 
2.441406e+000 	 -7.044543e+001 
1.220703e+000 	 -7.026233e+001 
1.220703e+000 	 -7.012500e+001 
    0 	 -7.001819e+001 
-2.441406e+000 	 -7.007922e+001 
-2.746582e+000 	 -7.010974e+001 
-4.882813e+000 	 -7.010974e+001 
-2.441406e+000 	 -7.026233e+001 
-2.441406e+000 	 -7.041492e+001 
2.441406e+000 	 -7.041492e+001 
3.662109e+000 	 -7.038440e+001 
3.356934e+000 	 -7.035388e+001 
1.831055e+000 	 -7.009448e+001 
-1.525879e+000 	 -6.997241e+001 
-3.356934e+000 	 -7.004871e+001 
-4.882813e+000 	 -7.024707e+001 
    0 	 -7.038440e+001 
3.967285e+000 	 -7.039966e+001 
3.662109e+000 	 -7.033862e+001 
    0 	 -7.012500e+001 
-1.525879e+000 	 -6.995715e+001 
-4.272461e+000 	 -7.010974e+001 
-2.136230e+000 	 -7.036914e+001 
3.662109e+000 	 -7.039966e+001 
2.441406e+000 	 -7.021655e+001 
-1.220703e+000 	 -6.998767e+001 
-2.746582e+000 	 -6.998767e+001 
-1.831055e+000 	 -6.997241e+001 
-1.220703e+000 	 -6.992664e+001 
-6.103516e-001 	 -6.998767e+001 
