2.136230e+000 	 -6.963672e+001 
-6.103516e-001 	 -6.962146e+001 
-6.103516e-001 	 -6.954517e+001 
-2.746582e+000 	 -6.959094e+001 
-4.272461e+000 	 -6.959094e+001 
-5.187988e+000 	 -6.966724e+001 
-3.967285e+000 	 -6.985034e+001 
-1.220703e+000 	 -6.985034e+001 
1.831055e+000 	 -6.986560e+001 
3.051758e+000 	 -6.998767e+001 
3.356934e+000 	 -6.991138e+001 
9.155273e-001 	 -6.971301e+001 
-1.831055e+000 	 -6.954517e+001 
-4.272461e+000 	 -6.956042e+001 
-3.051758e+000 	 -6.971301e+001 
-1.831055e+000 	 -6.977405e+001 
1.525879e+000 	 -6.985034e+001 
3.051758e+000 	 -6.991138e+001 
2.441406e+000 	 -6.962146e+001 
-3.051758e+000 	 -6.954517e+001 
-4.577637e+000 	 -6.963672e+001 
-2.441406e+000 	 -6.983508e+001 
2.746582e+000 	 -6.992664e+001 
4.272461e+000 	 -6.985034e+001 
-3.051758e-001 	 -6.963672e+001 
-3.967285e+000 	 -6.952991e+001 
-4.577637e+000 	 -6.978931e+001 
-3.967285e+000 	 -6.992664e+001 
-1.220703e+000 	 -6.992664e+001 
-2.746582e+000 	 -6.991138e+001 
-3.356934e+000 	 -6.977405e+001 
-3.662109e+000 	 -6.963672e+001 
-6.103516e-001 	 -6.971301e+001 
2.746582e+000 	 -6.991138e+001 
-3.662109e+000 	 -6.983508e+001 
-1.525879e+000 	 -6.962146e+001 
3.356934e+000 	 -6.995715e+001 
-4.272461e+000 	 -6.980457e+001 
-2.136230e+000 	 -6.962146e+001 
3.967285e+000 	 -6.986560e+001 
-9.155273e-001 	 -6.988086e+001 
-4.577637e+000 	 -6.977405e+001 
-3.051758e+000 	 -6.962146e+001 
1.525879e+000 	 -6.986560e+001 
4.272461e+000 	 -6.992664e+001 
3.051758e-001 	 -7.001819e+001 
-3.356934e+000 	 -6.980457e+001 
-3.967285e+000 	 -6.971301e+001 
-4.577637e+000 	 -6.965198e+001 
-1.220703e+000 	 -6.962146e+001 
3.051758e-001 	 -6.981982e+001 
2.441406e+000 	 -7.000293e+001 
3.051758e+000 	 -7.009448e+001 
3.051758e+000 	 -7.004871e+001 
1.831055e+000 	 -7.003345e+001 
3.051758e-001 	 -6.997241e+001 
